"","Atoll","Island","Treatment","Transect","Area","Family","Species","Function","Structure","Coral_cover","Length","Biomass","Abundance","Seabirds_ha","kg_N_ha_yr"
"15","Great_Chagos_Bank","Eagle","Rats",1,150,"Mullidae","Parupeneus_trifasciatus","Invertivore",2,12.67,13,1.6,66.7,0.55,0.22
"16","Great_Chagos_Bank","Eagle","Rats",1,150,"Mullidae","Parupeneus_macronemus","Invertivore",2,12.67,15,3.3,66.7,0.55,0.22
"17","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,6,0.8,166.7,0.55,0.22
"18","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,7,1.2,166.7,0.55,0.22
"19","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,6,0.8,166.7,0.55,0.22
"20","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,7,1.2,166.7,0.55,0.22
"21","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,6,0.8,166.7,0.55,0.22
"22","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,6,0.8,166.7,0.55,0.22
"23","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,6,0.8,166.7,0.55,0.22
"24","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,6,0.8,166.7,0.55,0.22
"25","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,6,0.8,166.7,0.55,0.22
"26","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,7,1.2,166.7,0.55,0.22
"27","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,7,1.2,166.7,0.55,0.22
"28","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,8,1.7,166.7,0.55,0.22
"29","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,7,1.2,166.7,0.55,0.22
"30","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,8,1.7,166.7,0.55,0.22
"31","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,7,1.2,166.7,0.55,0.22
"32","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,8,1.7,166.7,0.55,0.22
"33","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,6,0.8,166.7,0.55,0.22
"34","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",2,12.67,7,1.2,166.7,0.55,0.22
"35","Great_Chagos_Bank","Eagle","Rats",1,150,"Labridae","Thalassoma_quinquevittatum","Piscivore",2,12.67,12,1.6,66.7,0.55,0.22
"36","Great_Chagos_Bank","Eagle","Rats",1,150,"Labridae","Thalassoma_quinquevittatum","Piscivore",2,12.67,13,2,66.7,0.55,0.22
"37","Great_Chagos_Bank","Eagle","Rats",1,150,"Carangidae","Caranx_melampygus","Piscivore",2,12.67,39,69.3,66.7,0.55,0.22
"38","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"39","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"40","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"41","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"42","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"43","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"44","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"45","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"46","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"47","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"48","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"49","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"50","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"51","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"52","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,6,0.8,166.7,0.55,0.22
"53","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"54","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"55","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"56","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"57","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"58","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"59","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"60","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"61","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"62","Great_Chagos_Bank","Eagle","Rats",1,60,"Pomacentridae","Abudefduf_vaigiensis","Planktivore",2,12.67,7,1.2,166.7,0.55,0.22
"63","Great_Chagos_Bank","Eagle","Rats",2,150,"Acanthuridae","Ctenochaetus_truncatus","Herbivore",1.5,16.33,10,2.1,66.7,0.55,0.22
"64","Great_Chagos_Bank","Eagle","Rats",2,150,"Acanthuridae","Naso_brachycentron","Herbivore",1.5,16.33,39,81.7,66.7,0.55,0.22
"65","Great_Chagos_Bank","Eagle","Rats",2,150,"Scaridae","Chlorurus_sordidus","Herbivore",1.5,16.33,12,2.6,66.7,0.55,0.22
"66","Great_Chagos_Bank","Eagle","Rats",2,150,"Scaridae","Chlorurus_sordidus","Herbivore",1.5,16.33,13,3.3,66.7,0.55,0.22
"67","Great_Chagos_Bank","Eagle","Rats",2,150,"Scaridae","Chlorurus_sordidus","Herbivore",1.5,16.33,12,2.6,66.7,0.55,0.22
"68","Great_Chagos_Bank","Eagle","Rats",2,150,"Scaridae","Chlorurus_sordidus","Herbivore",1.5,16.33,12,2.6,66.7,0.55,0.22
"69","Great_Chagos_Bank","Eagle","Rats",2,150,"Scaridae","Chlorurus_sordidus","Herbivore",1.5,16.33,12,2.6,66.7,0.55,0.22
"70","Great_Chagos_Bank","Eagle","Rats",2,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,16.33,12,3.2,66.7,0.55,0.22
"71","Great_Chagos_Bank","Eagle","Rats",2,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,16.33,12,3.2,66.7,0.55,0.22
"72","Great_Chagos_Bank","Eagle","Rats",2,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,16.33,12,3.2,66.7,0.55,0.22
"73","Great_Chagos_Bank","Eagle","Rats",2,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,16.33,12,3.2,66.7,0.55,0.22
"74","Great_Chagos_Bank","Eagle","Rats",2,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,16.33,12,3.2,66.7,0.55,0.22
"75","Great_Chagos_Bank","Eagle","Rats",2,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,16.33,10,1.9,66.7,0.55,0.22
"76","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Cheilinus_trilobatus","Invertivore",1.5,16.33,13,2.9,66.7,0.55,0.22
"77","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,16.33,9,0.7,66.7,0.55,0.22
"78","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,16.33,11,1.2,66.7,0.55,0.22
"79","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,16.33,13,1.8,66.7,0.55,0.22
"80","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,16.33,13,1.8,66.7,0.55,0.22
"81","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,16.33,10,0.9,66.7,0.55,0.22
"82","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,16.33,13,1.8,66.7,0.55,0.22
"83","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,16.33,12,1.5,66.7,0.55,0.22
"84","Great_Chagos_Bank","Eagle","Rats",2,150,"Mullidae","Parupeneus_macronemus","Invertivore",1.5,16.33,12,1.5,66.7,0.55,0.22
"85","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,7,1.2,166.7,0.55,0.22
"86","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"87","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"88","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"89","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,8,1.7,166.7,0.55,0.22
"90","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"91","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"92","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,7,1.2,166.7,0.55,0.22
"93","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"94","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"95","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,8,1.7,166.7,0.55,0.22
"96","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,7,1.2,166.7,0.55,0.22
"97","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"98","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"99","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,16.33,6,0.8,166.7,0.55,0.22
"100","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Plectroglyphidodon_dickii","Mixed-diet",1.5,16.33,7,1.7,166.7,0.55,0.22
"101","Great_Chagos_Bank","Eagle","Rats",2,60,"Pomacentridae","Plectroglyphidodon_dickii","Mixed-diet",1.5,16.33,7,1.7,166.7,0.55,0.22
"102","Great_Chagos_Bank","Eagle","Rats",2,150,"Mullidae","Parupeneus_cyclostomus","Piscivore",1.5,16.33,13,2,66.7,0.55,0.22
"103","Great_Chagos_Bank","Eagle","Rats",2,150,"Mullidae","Parupeneus_cyclostomus","Piscivore",1.5,16.33,12,1.5,66.7,0.55,0.22
"104","Great_Chagos_Bank","Eagle","Rats",2,150,"Carangidae","Carangoides_ferdau","Piscivore",1.5,16.33,34,57.1,66.7,0.55,0.22
"105","Great_Chagos_Bank","Eagle","Rats",2,150,"Carangidae","Carangoides_ferdau","Piscivore",1.5,16.33,34,57.1,66.7,0.55,0.22
"106","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_amblycephalum","Planktivore",1.5,16.33,11,1.2,66.7,0.55,0.22
"107","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_amblycephalum","Planktivore",1.5,16.33,10,0.9,66.7,0.55,0.22
"108","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_amblycephalum","Planktivore",1.5,16.33,10,0.9,66.7,0.55,0.22
"109","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_amblycephalum","Planktivore",1.5,16.33,10,0.9,66.7,0.55,0.22
"110","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_amblycephalum","Planktivore",1.5,16.33,10,0.9,66.7,0.55,0.22
"111","Great_Chagos_Bank","Eagle","Rats",2,150,"Labridae","Thalassoma_amblycephalum","Planktivore",1.5,16.33,10,0.9,66.7,0.55,0.22
"112","Great_Chagos_Bank","Eagle","Rats",3,150,"Acanthuridae","Naso_lituratus","Herbivore",1.5,22,24,18.8,66.7,0.55,0.22
"113","Great_Chagos_Bank","Eagle","Rats",3,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,22,11,2.5,66.7,0.55,0.22
"114","Great_Chagos_Bank","Eagle","Rats",3,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,22,10,1.9,66.7,0.55,0.22
"115","Great_Chagos_Bank","Eagle","Rats",3,150,"Balistidae","Balistapus_undulatus","Invertivore",1.5,22,19,13.6,66.7,0.55,0.22
"116","Great_Chagos_Bank","Eagle","Rats",3,150,"Balistidae","Balistapus_undulatus","Invertivore",1.5,22,18,11.2,66.7,0.55,0.22
"117","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Cheilinus_trilobatus","Invertivore",1.5,22,10,1.3,66.7,0.55,0.22
"118","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Gomphosus_caeruleus","Invertivore",1.5,22,12,1.3,66.7,0.55,0.22
"119","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Gomphosus_caeruleus","Invertivore",1.5,22,11,1.1,66.7,0.55,0.22
"120","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Gomphosus_caeruleus","Invertivore",1.5,22,12,1.3,66.7,0.55,0.22
"121","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Stethojulis_albovittata","Invertivore",1.5,22,10,1,66.7,0.55,0.22
"122","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Stethojulis_albovittata","Invertivore",1.5,22,11,1.4,66.7,0.55,0.22
"123","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,22,9,0.7,66.7,0.55,0.22
"124","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,22,10,0.9,66.7,0.55,0.22
"125","Great_Chagos_Bank","Eagle","Rats",3,150,"Pomacanthidae","Centropyge_multispinis","Invertivore",1.5,22,10,1.6,66.7,0.55,0.22
"126","Great_Chagos_Bank","Eagle","Rats",3,150,"Pomacanthidae","Centropyge_multispinis","Invertivore",1.5,22,10,1.6,66.7,0.55,0.22
"127","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"128","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,7,1.2,166.7,0.55,0.22
"129","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,7,1.2,166.7,0.55,0.22
"130","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"131","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"132","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,7,1.2,166.7,0.55,0.22
"133","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"134","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,7,1.2,166.7,0.55,0.22
"135","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"136","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"137","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"138","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"139","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,7,1.2,166.7,0.55,0.22
"140","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"141","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"142","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,7,1.2,166.7,0.55,0.22
"143","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,7,1.2,166.7,0.55,0.22
"144","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"145","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,22,6,0.8,166.7,0.55,0.22
"146","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Plectroglyphidodon_dickii","Mixed-diet",1.5,22,7,1.7,166.7,0.55,0.22
"147","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Plectroglyphidodon_dickii","Mixed-diet",1.5,22,7,1.7,166.7,0.55,0.22
"148","Great_Chagos_Bank","Eagle","Rats",3,60,"Pomacentridae","Plectroglyphidodon_dickii","Mixed-diet",1.5,22,6,1.1,166.7,0.55,0.22
"149","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Thalassoma_quinquevittatum","Piscivore",1.5,22,11,1.2,66.7,0.55,0.22
"150","Great_Chagos_Bank","Eagle","Rats",3,150,"Labridae","Thalassoma_quinquevittatum","Piscivore",1.5,22,13,2,66.7,0.55,0.22
"151","Great_Chagos_Bank","Eagle","Rats",3,150,"Serranidae","Variola_louti","Piscivore",1.5,22,36,49.9,66.7,0.55,0.22
"152","Great_Chagos_Bank","Eagle","Rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,19,10,1.9,66.7,0.55,0.22
"153","Great_Chagos_Bank","Eagle","Rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,19,10,1.9,66.7,0.55,0.22
"154","Great_Chagos_Bank","Eagle","Rats",4,150,"Acanthuridae","Acanthurus_nigrofuscus","Herbivore",1.5,19,9,1.4,66.7,0.55,0.22
"155","Great_Chagos_Bank","Eagle","Rats",4,150,"Balistidae","Balistapus_undulatus","Invertivore",1.5,19,13,3.5,66.7,0.55,0.22
"156","Great_Chagos_Bank","Eagle","Rats",4,150,"Labridae","Gomphosus_caeruleus","Invertivore",1.5,19,12,1.3,66.7,0.55,0.22
"157","Great_Chagos_Bank","Eagle","Rats",4,150,"Labridae","Gomphosus_caeruleus","Invertivore",1.5,19,10,0.8,66.7,0.55,0.22
"158","Great_Chagos_Bank","Eagle","Rats",4,150,"Labridae","Gomphosus_caeruleus","Invertivore",1.5,19,10,0.8,66.7,0.55,0.22
"159","Great_Chagos_Bank","Eagle","Rats",4,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,19,12,1.5,66.7,0.55,0.22
"160","Great_Chagos_Bank","Eagle","Rats",4,150,"Labridae","Thalassoma_hebraicum","Invertivore",1.5,19,11,1.2,66.7,0.55,0.22
"161","Great_Chagos_Bank","Eagle","Rats",4,150,"Mullidae","Parupeneus_macronemus","Invertivore",1.5,19,10,0.8,66.7,0.55,0.22
"162","Great_Chagos_Bank","Eagle","Rats",4,150,"Mullidae","Parupeneus_macronemus","Invertivore",1.5,19,9,0.6,66.7,0.55,0.22
"163","Great_Chagos_Bank","Eagle","Rats",4,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,19,7,1.2,166.7,0.55,0.22
"164","Great_Chagos_Bank","Eagle","Rats",4,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,19,6,0.8,166.7,0.55,0.22
"165","Great_Chagos_Bank","Eagle","Rats",4,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,19,6,0.8,166.7,0.55,0.22
"166","Great_Chagos_Bank","Eagle","Rats",4,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,19,6,0.8,166.7,0.55,0.22
"167","Great_Chagos_Bank","Eagle","Rats",4,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,19,6,0.8,166.7,0.55,0.22
"168","Great_Chagos_Bank","Eagle","Rats",4,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,19,7,1.2,166.7,0.55,0.22
"169","Great_Chagos_Bank","Eagle","Rats",4,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,19,6,0.8,166.7,0.55,0.22
"170","Great_Chagos_Bank","Eagle","Rats",4,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,19,6,0.8,166.7,0.55,0.22
"171","Great_Chagos_Bank","Eagle","Rats",4,60,"Pomacentridae","Chrysiptera_brownriggii","Mixed-diet",1.5,19,7,1.2,166.7,0.55,0.22
